,款號,款號品類,款號_style1,款號_style2,圖片,搭配款,搭配款品類,搭配款_style1,搭配款_style2,搭配款主圖,平拍圖
5299,DA8061,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA8061/DA8061@1.jpg,EA2797,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2797/EA2797@1.jpg,
5300,DA8062,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8062/DA8062@1.jpg,EA2735,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2735/EA2735@1.jpg,
5301,DA8074,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8074/DA8074@1.jpg,EA3047,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3047/EA3047@1.jpg,
5302,DA8083,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8083/DA8083@1.jpg,EA2782,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2782/EA2782@1.jpg,
5303,DA8099,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8099/DA8099@1.jpg,AB13893,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13893/AB13893@1.jpg,
5304,DA8099,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8099/DA8099@1.jpg,AB13951,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13951/AB13951@1.jpg,
5305,DA8114,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8114/DA8114@1.jpg,AB13923,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13923/AB13923@1.jpg,
5306,DA8119,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8119/DA8119@1.jpg,EA3016,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3016/EA3016@1.jpg,
5307,DA8123,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8123/DA8123@1.jpg,EA3046,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3046/EA3046@1.jpg,
5308,DA8123,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8123/DA8123@1.jpg,EA3050,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3050/EA3050@1.jpg,
5309,DA8125,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8125/DA8125@1.jpg,EA3039,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3039/EA3039@1.jpg,
5310,DA8139,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8139/DA8139@1.jpg,EA3025,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3025/EA3025@1.jpg,
5311,DA8141,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8141/DA8141@1.jpg,EA3046,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3046/EA3046@1.jpg,
5312,DA8143,未設定,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA8143/DA8143@1.jpg,EA2903,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2903/EA2903@1.jpg,
5313,DA8147,未設定,簡約質感,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA8147/DA8147@1.jpg,EA2742,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2742/EA2742@1.jpg,
5314,DA8158,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8158/DA8158@1.jpg,EA2782,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2782/EA2782@1.jpg,
5315,DA8160,未設定,簡約質感,清新甜美,https://image.obdesign.com.tw/catalog/products/DA8160/DA8160@1.jpg,EA3039,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3039/EA3039@1.jpg,
5316,DA8165,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8165/DA8165@1.jpg,DA3084,未設定,,,https://image.obdesign.com.tw/catalog/products/DA3084/DA3084@1.jpg,
5317,DA8172,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8172/DA8172@1.jpg,EA3070,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3070/EA3070@1.jpg,
5318,DA8188,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8188/DA8188@1.jpg,EA2879,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2879/EA2879@1.jpg,
5319,DA8188,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8188/DA8188@1.jpg,EA3046,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3046/EA3046@1.jpg,
5320,DA8223,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8223/DA8223@1.jpg,EA3047,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3047/EA3047@1.jpg,
5321,DA8230,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8230/DA8230@1.jpg,BA5909,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
5322,DA8234,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8234/DA8234@1.jpg,BA6031,未設定,,,https://image.obdesign.com.tw/catalog/products/BA6031/BA6031@1.jpg,
5323,DA8237,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8237/DA8237@1.jpg,EA2804,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2804/EA2804@1.jpg,
5324,DA8241,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8241/DA8241@1.jpg,EA2804,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2804/EA2804@1.jpg,
5325,DA8250,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8250/DA8250@1.jpg,AB14460,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14460/AB14460@1.jpg,
5326,DA8261,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8261/DA8261@1.jpg,EA2782,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2782/EA2782@1.jpg,
5327,DA8275,未設定,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA8275/DA8275@1.jpg,EA2797,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2797/EA2797@1.jpg,
5328,DA8276,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8276/DA8276@1.jpg,AB13701,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13701/AB13701@1.jpg,
5329,DA8304,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8304/DA8304@1.jpg,EA2743,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2743/EA2743@1.jpg,
5330,DA8304,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8304/DA8304@1.jpg,EA3017,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3017/EA3017@1.jpg,
5331,DA8356,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8356/DA8356@1.jpg,AB13644,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13644/AB13644@1.jpg,
5332,DA8378,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8378/DA8378@1.jpg,EA2980,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2980/EA2980@1.jpg,
5333,DA8381,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8381/DA8381@1.jpg,DA8382,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8382/DA8382@1.jpg,
5334,DA8439,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8439/DA8439@1.jpg,EA3017,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3017/EA3017@1.jpg,
5335,DA8462,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8462/DA8462@1.jpg,AB14057,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14057/AB14057@1.jpg,
5336,DA8481,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8481/DA8481@1.jpg,AB10357,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10357/AB10357@1.jpg,
5337,DA8495,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8495/DA8495@1.jpg,EA2923,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2923/EA2923@1.jpg,
5338,DA8548,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8548/DA8548@1.jpg,AB13450,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13450/AB13450@1.jpg,
5339,DA8551,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8551/DA8551@1.jpg,DA8548,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8548/DA8548@1.jpg,
5340,DA8554,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8554/DA8554@1.jpg,EA3017,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3017/EA3017@1.jpg,
5341,DA8588,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8588/DA8588@1.jpg,EA2617,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2617/EA2617@1.jpg,
5342,DA8595,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8595/DA8595@1.jpg,AB13520,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13520/AB13520@1.jpg,
5343,DA8605,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8605/DA8605@1.jpg,AB13644,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13644/AB13644@1.jpg,
5344,DA8719,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8719/DA8719@1.jpg,BA4404,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4404/BA4404@1.jpg,
5345,DA8841,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8841/DA8841@1.jpg,EA1952,未設定,,,https://image.obdesign.com.tw/catalog/products/EA1952/EA1952@1.jpg,
5346,DA8899,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8899/DA8899@1.jpg,EA2903,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2903/EA2903@1.jpg,
5347,DA8915,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8915/DA8915@1.jpg,EA3089,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3089/EA3089@1.jpg,
5348,DA8935,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8935/DA8935@1.jpg,EA3089,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3089/EA3089@1.jpg,
5349,DA8969,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8969/DA8969@1.jpg,EA2903,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2903/EA2903@1.jpg,
5350,DA8990,未設定,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA8990/DA8990@1.jpg,EA3046,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3046/EA3046@1.jpg,
5351,DA8992,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8992/DA8992@1.jpg,EA2264,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2264/EA2264@1.jpg,
5352,DA9002,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA9002/DA9002@1.jpg,EA3089,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3089/EA3089@1.jpg,
5353,DA9042,未設定,,,https://image.obdesign.com.tw/catalog/products/DA9042/DA9042@1.jpg,EA3041,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3041/EA3041@1.jpg,
5354,DA9045,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA9045/DA9045@1.jpg,DA9057,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA9057/DA9057@1.jpg,
5355,DA9059,未設定,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA9059/DA9059@1.jpg,EA2903,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2903/EA2903@1.jpg,
5356,DA9061,未設定,,,https://image.obdesign.com.tw/catalog/products/DA9061/DA9061@1.jpg,EA3039,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3039/EA3039@1.jpg,
5357,DA9147,未設定,,,https://image.obdesign.com.tw/catalog/products/DA9147/DA9147@1.jpg,EA2551,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2551/EA2551@1.jpg,
5358,DA9168,未設定,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA9168/DA9168@1.jpg,EA3017,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3017/EA3017@1.jpg,
5359,DA9176,未設定,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA9176/DA9176@1.jpg,DA9176,未設定,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA9176/DA9176@1.jpg,https://image.obdesign.com.tw/catalog/products/DA9176/DA9176@CB-T4-470C6CED87649DBB173B.png
5360,DA9185,未設定,,,https://image.obdesign.com.tw/catalog/products/DA9185/DA9185@1.jpg,EA2551,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2551/EA2551@1.jpg,
5361,DA9194,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA9194/DA9194@1.jpg,EA3017,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3017/EA3017@1.jpg,
5362,DA9215,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA9215/DA9215@1.jpg,EA3017,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3017/EA3017@1.jpg,
5363,DA9243,未設定,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/DA9243/DA9243@1.jpg,DA5358,未設定,,,https://image.obdesign.com.tw/catalog/products/DA5358/DA5358@1.jpg,https://image.obdesign.com.tw/catalog/products/DA5358/DA5358@CB-T4-D5C60FDE6394C83961E8.png
5364,EA2144,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2144/EA2144@1.jpg,AB5159,未設定,,,https://image.obdesign.com.tw/catalog/products/AB5159/AB5159@1.jpg,
5365,EA2144,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2144/EA2144@1.jpg,BA3778,未設定,,,https://image.obdesign.com.tw/catalog/products/BA3778/BA3778@1.jpg,
5366,EA3127,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3127/EA3127@1.jpg,BA4345,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4345/BA4345@1.jpg,
5367,GA477,未設定,,,https://image.obdesign.com.tw/catalog/products/GA477/GA477@1.jpg,EA2278,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2278/EA2278@1.jpg,
5368,AB10997,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10997/AB10997@1.jpg,EA1608,外套,,,https://image.obdesign.com.tw/catalog/products/EA1608/EA1608@1.jpg,
5369,AB11735,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11735/AB11735@1.jpg,EA2738,外套,,,https://image.obdesign.com.tw/catalog/products/EA2738/EA2738@1.jpg,
5370,AB11969,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11969/AB11969@1.jpg,EA2783,外套,,,https://image.obdesign.com.tw/catalog/products/EA2783/EA2783@1.jpg,https://image.obdesign.com.tw/catalog/products/EA2783/EA2783@CB-T4-57377AED6884B5D93954.png
5371,AB14001,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14001/AB14001@1.jpg,EA3005,外套,,,https://image.obdesign.com.tw/catalog/products/EA3005/EA3005@1.jpg,
5372,AB14411,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14411/AB14411@1.jpg,EA3034,外套,,,https://image.obdesign.com.tw/catalog/products/EA3034/EA3034@1.jpg,
5373,AB15078,未設定,,,https://image.obdesign.com.tw/catalog/products/AB15078/AB15078@1.jpg,EA3156,外套,,,https://image.obdesign.com.tw/catalog/products/EA3156/EA3156@1.jpg,
5374,AB8662,未設定,,,https://image.obdesign.com.tw/catalog/products/AB8662/AB8662@1.jpg,EA2469,外套,,,https://image.obdesign.com.tw/catalog/products/EA2469/EA2469@1.jpg,
5375,BA5935,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5935/BA5935@1.jpg,EA2374,外套,,,https://image.obdesign.com.tw/catalog/products/EA2374/EA2374@1.jpg,
5376,CA2185,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2185/CA2185@1.jpg,EA3069,外套,,,https://image.obdesign.com.tw/catalog/products/EA3069/EA3069@1.jpg,
5377,CA2187,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2187/CA2187@1.jpg,EA3069,外套,,,https://image.obdesign.com.tw/catalog/products/EA3069/EA3069@1.jpg,
5378,DA3482,未設定,,,https://image.obdesign.com.tw/catalog/products/DA3482/DA3482@1.jpg,EA3140,外套,,,https://image.obdesign.com.tw/catalog/products/EA3140/EA3140@1.jpg,
5379,DA5166,未設定,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA5166/DA5166@1.jpg,EA1165,外套,,,https://image.obdesign.com.tw/catalog/products/EA1165/EA1165@1.jpg,
5380,DA7050,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7050/DA7050@1.jpg,EA2566,外套,,,https://image.obdesign.com.tw/catalog/products/EA2566/EA2566@1.jpg,
5381,DA7069,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7069/DA7069@1.jpg,EA2710,外套,,,https://image.obdesign.com.tw/catalog/products/EA2710/EA2710@1.jpg,
5382,DA7172,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7172/DA7172@1.jpg,EA2783,外套,,,https://image.obdesign.com.tw/catalog/products/EA2783/EA2783@1.jpg,https://image.obdesign.com.tw/catalog/products/EA2783/EA2783@CB-T4-57377AED6884B5D93954.png
5383,DA7241,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA7241/DA7241@1.jpg,EA2848,外套,,,https://image.obdesign.com.tw/catalog/products/EA2848/EA2848@1.jpg,
5384,DA7260,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7260/DA7260@1.jpg,EA2712,外套,,,https://image.obdesign.com.tw/catalog/products/EA2712/EA2712@1.jpg,
5385,DA7324,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7324/DA7324@1.jpg,EA2759,外套,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/EA2759/EA2759@1.jpg,https://image.obdesign.com.tw/catalog/products/EA2759/EA2759@CB-T4-BD7FE1B99AE490196554.png
5386,DA7331,未設定,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/DA7331/DA7331@1.jpg,EA2831,外套,,,https://image.obdesign.com.tw/catalog/products/EA2831/EA2831@1.jpg,
5387,DA7381,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7381/DA7381@1.jpg,EA1969,外套,,,https://image.obdesign.com.tw/catalog/products/EA1969/EA1969@1.jpg,
5388,DA7440,未設定,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/DA7440/DA7440@1.jpg,EA3054,外套,,,https://image.obdesign.com.tw/catalog/products/EA3054/EA3054@1.jpg,
5389,DA7457,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7457/DA7457@1.jpg,EA2767,外套,,,https://image.obdesign.com.tw/catalog/products/EA2767/EA2767@1.jpg,
5390,DA7462,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7462/DA7462@1.jpg,EA2961,外套,,,https://image.obdesign.com.tw/catalog/products/EA2961/EA2961@1.jpg,
5391,DA7462,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7462/DA7462@1.jpg,EA3348,外套,簡約質感,態度個性,https://image.obdesign.com.tw/catalog/products/EA3348/EA3348@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3348/EA3348@CB-T4-8EA604339EB4FCDAE22C.png
5392,DA7490,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7490/DA7490@1.jpg,EA2960,外套,,,https://image.obdesign.com.tw/catalog/products/EA2960/EA2960@1.jpg,
5393,DA7555,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7555/DA7555@1.jpg,EA2965,外套,,,https://image.obdesign.com.tw/catalog/products/EA2965/EA2965@1.jpg,
5394,DA7798,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7798/DA7798@1.jpg,EA3158,外套,,,https://image.obdesign.com.tw/catalog/products/EA3158/EA3158@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3158/EA3158@CB-T4-E251AACF9AB4F53B95E5.png
5395,DA7798,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7798/DA7798@1.jpg,EA3158,外套,,,https://image.obdesign.com.tw/catalog/products/EA3158/EA3158@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3158/EA3158@CB-T4-E251AACF9AB4F53B95E5.png
5396,DA7799,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7799/DA7799@1.jpg,EA3158,外套,,,https://image.obdesign.com.tw/catalog/products/EA3158/EA3158@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3158/EA3158@CB-T4-E251AACF9AB4F53B95E5.png
5397,DA7817,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7817/DA7817@1.jpg,EA3139,外套,,,https://image.obdesign.com.tw/catalog/products/EA3139/EA3139@1.jpg,
5398,DA7855,未設定,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/DA7855/DA7855@1.jpg,EA2712,外套,,,https://image.obdesign.com.tw/catalog/products/EA2712/EA2712@1.jpg,
5399,DA7864,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7864/DA7864@1.jpg,EA2712,外套,,,https://image.obdesign.com.tw/catalog/products/EA2712/EA2712@1.jpg,
5400,DA7864,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7864/DA7864@1.jpg,EA2712,外套,,,https://image.obdesign.com.tw/catalog/products/EA2712/EA2712@1.jpg,
5401,DA7879,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7879/DA7879@1.jpg,EA2957,外套,,,https://image.obdesign.com.tw/catalog/products/EA2957/EA2957@1.jpg,
5402,DA7887,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7887/DA7887@1.jpg,EA2950,外套,,,https://image.obdesign.com.tw/catalog/products/EA2950/EA2950@1.jpg,
